Claim Number,date_of_loss,Notifier,Loss_code,Loss_description,Notification_period,Inception_to_loss,Location_of_incident,Weather_conditions,Vehicle_mobile,Time_hour,Main_driver,PH_considered_TP_at_fault,Vechile_registration_present,Incident_details_present,Injury_details_present,TP_type_insd_pass_back,TP_type_insd_pass_front,TP_type_driver,TP_type_pass_back,TP_type_pass_front,TP_type_bike,TP_type_cyclist,TP_type_pass_multi,TP_type_pedestrian,TP_type_other,TP_type_nk,TP_injury_whiplash,TP_injury_traumatic,TP_injury_fatality,TP_injury_unclear,TP_injury_nk,TP_region_eastang,TP_region_eastmid,TP_region_london,TP_region_north,TP_region_northw,TP_region_outerldn,TP_region_scotland,TP_region_southe,TP_region_southw,TP_region_wales,TP_region_westmid,TP_region_yorkshire,Incurred,Capped Incurred
1299,2007-08-02,Other,LD003,Head on collision,1,77,Home Address,WET,N,16,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,705.0834144,705.0834144
427,2005-01-30,Other,LD003,Head on collision,1,291,Main Road,WET,Y,15,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2710.7325616,2710.7325616
3419,2011-12-14,PH,LD003,Head on collision,2,63,Minor Road,"SNOW,ICE,FOG",N,8,Other,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,19780.2996192,19780.2996192
806,2006-07-19,Other,LD003,Head on collision,0,317,Minor Road,NORMAL,N,14,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,72.2479952,72.2479952
4113,2012-10-30,PH,LD003,Head on collision,0,232,Minor Road,NORMAL,Y,9,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1494.3131248,1494.3131248
411,2005-01-12,NamedDriver,LD003,Head on collision,1,99,Main Road,NORMAL,Y,19,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2193.4910256000003,2193.4910256000003
6432,2014-10-17,Other,LD003,Head on collision,0,35,Minor Road,WET,N,8,N,N,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4946.8276496,4946.8276496
666,2006-02-09,Other,LD003,Head on collision,0,165,Minor Road,NORMAL,Y,12,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
439,2005-02-23,Other,LD003,Head on collision,1,42,Minor Road,WET,Y,19,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2205.5638736,2205.5638736
2616,2010-08-13,PH,LD003,Head on collision,1,243,Minor Road,WET,N,17,Y,n/k,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
6717,2014-12-09,Other,LD003,Head on collision,0,67,Main Road,"SNOW,ICE,FOG",N,8,Y,N,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,29971.1506176,29971.1506176
435,2005-02-19,Other,LD003,Head on collision,0,326,Minor Road,NORMAL,Y,15,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
5607,2014-04-07,PH,LD003,Head on collision,0,119,Minor Road,WET,N,10,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4246.9661056,4246.9661056
752,2006-05-18,Other,LD003,Head on collision,12,70,Minor Road,NORMAL,Y,19,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9542.102692800001,9542.102692800001
1672,2008-05-23,PH,LD003,Head on collision,1,303,Minor Road,WET,Y,18,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1791,2008-09-20,PH,LD003,Head on collision,2,186,Main Road,NORMAL,Y,13,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0
5904,2014-06-18,Other,LD003,Head on collision,0,229,n/k,NORMAL,Y,7,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,291.85746400000005,291.85746400000005
2349,2010-01-13,PH,LD003,Head on collision,0,190,Main Road,NORMAL,Y,9,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0.0,0.0
5747,2014-05-14,Other,LD003,Head on collision,0,128,Main Road,NORMAL,Y,11,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,26.923905600000005,26.923905600000005
5207,2013-12-06,PH,LD003,Head on collision,1,364,n/k,NORMAL,Y,22,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22522.5379504,22522.5379504
7649,2015-06-22,Other,LD003,Head on collision,7,153,Minor Road,N/K,Y,18,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3895.8353216000005,3895.8353216000005
1050,2007-02-09,PH,LD003,Head on collision,10,147,Minor Road,"SNOW,ICE,FOG",N,20,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1348.4062112000001,1348.4062112000001
627,2005-12-19,Other,LD003,Head on collision,0,321,Minor Road,"SNOW,ICE,FOG",N,9,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19441.139864,19441.139864
2803,2010-12-06,PH,LD003,Head on collision,1,335,Main Road,WET,Y,20,Y,n/k,1,1,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10085.439035200001,10085.439035200001
1224,2007-06-12,Other,LD003,Head on collision,0,263,Minor Road,WET,n/k,9,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1476.6402208,1476.6402208
211,2004-05-22,PH,LD003,Head on collision,0,91,Main Road,NORMAL,Y,10,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,78.5026032,78.5026032
4003,2012-09-22,PH,LD003,Head on collision,0,129,Minor Road,NORMAL,N,11,Y,N,1,1,1,0,0,1,5,1,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,36682.3595472,36682.3595472
6559,2014-11-11,Other,LD003,Head on collision,0,250,Main Road,NORMAL,N,17,Y,N,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,13897.7098848,13897.7098848
111,2004-01-28,Other,LD003,Head on collision,3,90,Minor Road,"SNOW,ICE,FOG",Y,9,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,324.3959712,324.3959712
52,2003-11-15,Other,LD003,Head on collision,2,45,Minor Road,WET,Y,23,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
1500,2008-01-03,PH,LD003,Head on collision,0,289,Minor Road,NORMAL,Y,11,Other,n/k,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11669.7457872,11669.7457872
1110,2007-03-21,Other,LD003,Head on collision,0,56,Minor Road,WET,N,6,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1131.1094928,1131.1094928
4036,2012-10-03,Other,LD003,Head on collision,0,57,Minor Road,NORMAL,Y,7,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9126.3748992,9126.3748992
3338,2011-11-03,PH,LD003,Head on collision,0,311,Minor Road,WET,N,15,Y,Y,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3195.2610431999997,3195.2610431999997
3942,2012-08-28,PH,LD003,Head on collision,0,325,Minor Road,NORMAL,Y,8,N,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,819.8191072000001,819.8191072000001
6713,2014-12-08,Other,LD003,Head on collision,0,89,Main Road,NORMAL,N,15,N,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13209.892097599999,13209.892097599999
4662,2013-06-15,NamedDriver,LD003,Head on collision,0,300,Minor Road,NORMAL,Y,15,N,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1551.2300576000002,1551.2300576000002
5369,2014-01-23,PH,LD003,Head on collision,1,342,Minor Road,WET,Y,13,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1177.8008688,1177.8008688
4579,2013-05-15,PH,LD003,Head on collision,1,79,Minor Road,NORMAL,Y,19,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
6539,2014-11-06,Other,LD003,Head on collision,3,146,Minor Road,WET,Y,8,Y,N,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,100.40827680000001,100.40827680000001
2517,2010-05-30,PH,LD003,Head on collision,1,152,Main Road,NORMAL,N,23,Y,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,10695.4814992,10695.4814992
2463,2010-04-21,PH,LD003,Head on collision,0,62,Other,NORMAL,Y,8,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3748.1247536,3748.1247536
5357,2014-01-21,PH,LD003,Head on collision,0,51,Home Address,"SNOW,ICE,FOG",Y,9,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,243.8424384,243.8424384
3482,2012-01-17,PH,LD003,Head on collision,0,182,Main Road,WET,Y,16,Y,N,1,1,1,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,1,19355.888102400004,19355.888102400004
4152,2012-11-13,PH,LD003,Head on collision,0,142,Minor Road,NORMAL,Y,8,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,742.8728832,742.8728832
6593,2014-11-17,Other,LD003,Head on collision,0,80,Main Road,WET,N,7,Y,N,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,23194.0937568,23194.0937568
1499,2008-01-01,CNF,LD003,Head on collision,2,305,Minor Road,WET,N,17,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,270.6354336,270.6354336
2918,2011-01-26,PH,LD003,Head on collision,0,176,Minor Road,NORMAL,Y,14,Y,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0
5694,2014-05-05,Other,LD003,Head on collision,106,199,Minor Road,NORMAL,Y,13,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,45.9495504,45.9495504
5971,2014-07-09,Other,LD003,Head on collision,15,150,Main Road,NORMAL,Y,17,Y,N,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,137.746832,137.746832
7636,2015-06-21,Other,LD003,Head on collision,3,332,Main Road,,Y,18,Other,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12525.5361632,12525.5361632
3871,2012-07-24,PH,LD003,Head on collision,1,39,Minor Road,NORMAL,N,19,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5148.9678528,5148.9678528
5725,2014-05-09,Other,LD003,Head on collision,1,271,Main Road,NORMAL,Y,16,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0
3652,2012-04-13,PH,LD003,Head on collision,0,192,Minor Road,NORMAL,Y,16,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
6468,2014-10-24,Other,LD003,Head on collision,1,76,Main Road,WET,Y,17,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2317,2009-12-26,Other,LD003,Head on collision,3,108,Main Road,NORMAL,N,8,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,11426.29608,11426.29608
706,2006-04-04,Other,LD003,Head on collision,1,56,Not Applicable,NORMAL,Y,17,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1759.8139615999999,1759.8139615999999
3983,2012-09-15,PH,LD003,Head on collision,1,355,Main Road,NORMAL,Y,15,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0
6430,2014-10-16,Other,LD003,Head on collision,0,108,Minor Road,NORMAL,Y,17,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
4478,2013-03-30,Other,LD003,Head on collision,0,140,Minor Road,NORMAL,N,12,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
58,2003-11-24,Other,LD003,Head on collision,7,208,Main Road,N/K,Y,0,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,133.964976,133.964976
6760,2014-12-16,Other,LD003,Head on collision,0,76,Minor Road,WET,N,16,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,31343.1061552,31343.1061552
5983,2014-07-11,Other,LD003,Head on collision,1,68,Minor Road,NORMAL,Y,8,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3577.781232,3577.781232
6157,2014-08-17,Other,LD003,Head on collision,0,123,Home Address,NORMAL,Y,9,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12460.706424,12460.706424
4714,2013-07-02,PH,LD003,Head on collision,0,278,Minor Road,WET,Y,17,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
528,2005-07-17,Other,LD003,Head on collision,1,6,Minor Road,NORMAL,Y,17,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1783.5669264000003,1783.5669264000003
2821,2010-12-13,PH,LD003,Head on collision,3,180,Minor Road,"SNOW,ICE,FOG",Y,18,Y,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
6937,2015-01-26,Other,LD003,Head on collision,0,153,Main Road,NORMAL,N,8,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,11287.4292368,11287.4292368
566,2005-09-26,Other,LD003,Head on collision,0,42,Car Park,NORMAL,N,11,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9072.2943584,9072.2943584
1967,2009-03-06,PH,LD003,Head on collision,0,153,Minor Road,NORMAL,Y,13,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1016.4610736,-1016.4610736
7088,2015-02-22,Other,LD003,Head on collision,0,144,Car Park,NORMAL,Y,14,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
7637,2015-06-21,Other,LD003,Head on collision,2,363,Main Road,,Y,22,Other,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,31174.3771952,31174.3771952
641,2006-01-05,Other,LD003,Head on collision,1,351,Minor Road,N/K,N,17,Other,n/k,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,25766.6431184,25766.6431184
4773,2013-07-23,NamedDriver,LD003,Head on collision,6,112,Minor Road,NORMAL,Y,19,N,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5460.5491504,5460.5491504
4865,2013-08-22,Other,LD003,Head on collision,1,14,Minor Road,NORMAL,N,17,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3543.8463472,3543.8463472
1845,2008-11-01,PH,LD003,Head on collision,4,67,Minor Road,NORMAL,N,5,Other,n/k,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,40789.3824352,40789.3824352
731,2006-04-26,Other,LD003,Head on collision,1,218,Minor Road,NORMAL,N,9,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2554.3964528,2554.3964528
7486,2015-05-20,Other,LD003,Head on collision,13,35,Minor Road,NORMAL,Y,13,Other,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6193.080112,6193.080112
4743,2013-07-12,PH,LD003,Head on collision,0,84,Minor Road,NORMAL,Y,11,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,924.1983328,924.1983328
1942,2009-02-10,PH,LD003,Head on collision,28,30,Main Road,"SNOW,ICE,FOG",Y,5,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,8336.5051824,8336.5051824
3423,2011-12-14,PH,LD003,Head on collision,1,287,Minor Road,"SNOW,ICE,FOG",Y,7,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,341.385232,341.385232
2624,2010-08-15,NamedDriver,LD003,Head on collision,0,75,Main Road,NORMAL,Y,12,Y,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
326,2004-10-15,Other,LD003,Head on collision,1,182,Minor Road,NORMAL,N,14,Other,n/k,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,77.64441280000001,77.64441280000001
5167,2013-11-26,PH,LD003,Head on collision,0,90,Main Road,NORMAL,Y,9,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
6959,2015-01-29,Other,LD003,Head on collision,0,75,Minor Road,NORMAL,Y,14,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,680.0795280000001,680.0795280000001
291,2004-09-08,PH,LD003,Head on collision,1,163,Minor Road,NORMAL,Y,11,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1369.0609632,1369.0609632
2927,2011-02-01,PH,LD003,Head on collision,0,206,Main Road,NORMAL,N,17,N,Y,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,417.7350864,417.7350864
4681,2013-06-21,PH,LD003,Head on collision,0,136,Minor Road,NORMAL,Y,15,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3596.7050576,3596.7050576
2183,2009-10-04,PH,LD003,Head on collision,1,362,Minor Road,NORMAL,N,20,Y,n/k,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,240.07512800000003,240.07512800000003
5831,2014-05-31,Other,LD003,Head on collision,0,272,Car Park,NORMAL,Y,9,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0
5076,2013-11-02,PH,LD003,Head on collision,1,39,Main Road,NORMAL,Y,14,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,224.1767872,224.1767872
4795,2013-07-30,PH,LD003,Head on collision,0,284,Car Park,NORMAL,Y,16,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,626.2317168,626.2317168
4195,2012-11-28,PH,LD003,Head on collision,0,225,Minor Road,NORMAL,Y,8,Y,N,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
7210,2015-03-19,Other,LD003,Head on collision,2,184,Main Road,NORMAL,Y,14,N,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
3046,2011-04-15,PH,LD003,Head on collision,0,270,Main Road,NORMAL,N,12,Other,N,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
2167,2009-09-20,CNF,LD003,Head on collision,1,52,Main Road,NORMAL,Y,21,Y,n/k,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11236.170542400001,11236.170542400001
2928,2011-02-01,TP,LD003,Head on collision,14,236,n/k,WET,Y,11,Other,Y,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4285.3955808,4285.3955808
865,2006-09-22,Other,LD003,Head on collision,0,9,Main Road,NORMAL,N,6,Other,n/k,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,84.4808448,84.4808448
3166,2011-07-07,PH,LD003,Head on collision,1,233,Minor Road,NORMAL,Y,16,Y,N,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,23.811147200000004,23.811147200000004
6517,2014-11-01,Other,LD003,Head on collision,2,112,Minor Road,NORMAL,Y,11,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6411.3950224,6411.3950224
7520,2015-05-28,Other,LD003,Head on collision,6,165,Main Road,,N,21,Other,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,765.8112944000001,765.8112944000001
5022,2013-10-16,PH,LD003,Head on collision,1,102,Main Road,NORMAL,N,17,Y,N,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18106.624700800003,18106.624700800003
3056,2011-04-24,PH,LD003,Head on collision,1,216,Minor Road,NORMAL,N,9,Other,Y,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,875.5433008,875.5433008
4524,2013-04-16,PH,LD003,Head on collision,0,162,Minor Road,NORMAL,N,18,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11116.9984416,11116.9984416
372,2004-11-23,CNF,LD003,Head on collision,3,328,Minor Road,WET,N,15,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12668.708504,12668.708504
2454,2010-04-09,PH,LD003,Head on collision,0,64,Minor Road,NORMAL,N,9,Other,N,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,724.7490656,724.7490656
5051,2013-10-26,PH,LD003,Head on collision,0,115,Minor Road,WET,Y,13,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2144.3705344,2144.3705344
2200,2009-10-22,PH,LD003,Head on collision,2,364,Main Road,NORMAL,Y,17,Other,n/k,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1456.4945648,1456.4945648
5310,2014-01-09,NamedDriver,LD003,Head on collision,1,259,Main Road,NORMAL,N,15,Other,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,503.64140000000003,503.64140000000003
6069,2014-07-28,Other,LD003,Head on collision,0,109,Main Road,NORMAL,Y,18,Y,N,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
